name	N	mu	mu_model	err_mu	zcmb	zhel	dz	mb	dmb	x1	dx1	color	dcolor	3rdvar	d3rdvar	cov_m_s	cov_m_c	cov_s_c	set	ra	dec	biascor
130308	130308	37.8946	37.8642	0.1154	0.0822	0.081796	0.0	18.52945	0.1223	0	0	0	0	0	0	0	0	0	0	0	0	
12898	12898	37.8629	37.8817	0.1034	0.08254	0.083497	0.0	18.5179	0.1055	0	0	0	0	0	0	0	0	0	0	0	0	
12781	12781	38.0902	37.8933	0.1157	0.08282	0.083989	0.0	18.7438	0.11605	0	0	0	0	0	0	0	0	0	0	0	0	
722	722	37.9741	37.9494	0.1097	0.08504	0.086240	0.0	18.62285	0.1057	0	0	0	0	0	0	0	0	0	0	0	0	
3592	3592	37.9485	37.9604	0.1021	0.08543	0.086484	0.0	18.608	0.10035	0	0	0	0	0	0	0	0	0	0	0	0	
21502	21502	38.0214	38.0195	0.1100	0.08784	0.089060	0.0	18.6796	0.1066	0	0	0	0	0	0	0	0	0	0	0	0	
17258	17258	37.8182	38.0286	0.1157	0.08806	0.088889	0.0	18.4809	0.11615	0	0	0	0	0	0	0	0	0	0	0	0	
1241	1241	37.9880	38.0354	0.1047	0.08848	0.089686	0.0	18.64345	0.10605	0	0	0	0	0	0	0	0	0	0	0	0	
590194	590194	38.0675	38.0615	0.1142	0.0896	0.089013	0.0	18.72405	0.11685	0	0	0	0	0	0	0	0	0	0	0	0	
370066	370066	38.1057	38.1025	0.1178	0.0906	0.089992	0.0	18.75805	0.1103	0	0	0	0	0	0	0	0	0	0	0	0	
300105	300105	38.3106	38.1227	0.1081	0.0919	0.093124	0.0	18.9547	0.1139	0	0	0	0	0	0	0	0	0	0	0	0	
774	774	38.1935	38.1419	0.1109	0.09227	0.093243	0.0	18.8576	0.109	0	0	0	0	0	0	0	0	0	0	0	0	
18241	18241	38.3009	38.1696	0.1632	0.09391	0.094906	0.0	18.94955	0.14945	0	0	0	0	0	0	0	0	0	0	0	0	
2102	2102	38.2441	38.1721	0.1087	0.09401	0.095007	0.0	18.889	0.10285	0	0	0	0	0	0	0	0	0	0	0	0	
420100	420100	38.1891	38.2306	0.1558	0.0963	0.097489	0.0	18.8215	0.14795	0	0	0	0	0	0	0	0	0	0	0	0	
10010	180	38.5248	38.2987	0.1081	0.0994	0.098229	0.0	19.1829	0.10965	0	0	0	0	0	0	0	0	0	0	0	0	
16185	16185	38.3063	38.3235	0.1106	0.10018	0.101255	0.0	18.95705	0.11145	0	0	0	0	0	0	0	0	0	0	0	0	
160099	160099	38.4179	38.3254	0.1094	0.1004	0.100029	0.0	19.0807	0.10935	0	0	0	0	0	0	0	0	0	0	0	0	
140181	140181	38.3945	38.3672	0.1087	0.1022	0.101501	0.0	19.0531	0.1106	0	0	0	0	0	0	0	0	0	0	0	0	
190	6	38.4961	38.3706	0.1065	0.1023	0.101146	0.0	19.15365	0.1077	0	0	0	0	0	0	0	0	0	0	0	0	
13038	13038	38.4888	38.3792	0.1536	0.10264	0.103870	0.0	19.16175	0.1443	0	0	0	0	0	0	0	0	0	0	0	0	
10434	10434	38.5089	38.3833	0.1083	0.10288	0.104044	0.0	19.16045	0.103	0	0	0	0	0	0	0	0	0	0	0	0	
100405	100405	38.2547	38.3822	0.1170	0.103	0.103381	0.0	18.90405	0.12325	0	0	0	0	0	0	0	0	0	0	0	0	
13135	13135	38.4452	38.3927	0.1049	0.10337	0.104549	0.0	19.10195	0.1007	0	0	0	0	0	0	0	0	0	0	0	0	
20064	20064	38.3028	38.3972	0.1048	0.10351	0.104715	0.0	18.96075	0.10555	0	0	0	0	0	0	0	0	0	0	0	0	
130514	130514	38.5043	38.4478	0.1133	0.1056	0.105017	0.0	19.1167	0.10015	0	0	0	0	0	0	0	0	0	0	0	0	
18697	18697	38.4267	38.4598	0.1038	0.10638	0.107506	0.0	19.09035	0.10245	0	0	0	0	0	0	0	0	0	0	0	0	
20625	20625	38.5574	38.4699	0.1061	0.10683	0.107999	0.0	19.2184	0.10455	0	0	0	0	0	0	0	0	0	0	0	0	
500038	500038	38.5372	38.4766	0.1101	0.1072	0.106038	0.0	19.19495	0.1111	0	0	0	0	0	0	0	0	0	0	0	0	
21034	21034	38.5861	38.4846	0.1094	0.1075	0.108442	0.0	19.24475	0.10865	0	0	0	0	0	0	0	0	0	0	0	0	
7147	7147	38.5239	38.5158	0.1086	0.10886	0.110087	0.0	19.1721	0.10285	0	0	0	0	0	0	0	0	0	0	0	0	
20027	13	38.6400	38.5343	0.1175	0.1098	0.109098	0.0	19.29245	0.12085	0	0	0	0	0	0	0	0	0	0	0	0	
18650	18650	38.7177	38.5847	0.1056	0.11242	0.113577	0.0	19.38095	0.1026	0	0	0	0	0	0	0	0	0	0	0	0	
18612	18612	38.4730	38.6150	0.1057	0.11364	0.114761	0.0	19.1271	0.10675	0	0	0	0	0	0	0	0	0	0	0	0	
8719	8719	38.6370	38.6684	0.1063	0.11628	0.117434	0.0	19.29475	0.10185	0	0	0	0	0	0	0	0	0	0	0	0	
5395	5395	38.7140	38.6724	0.1058	0.11635	0.116934	0.0	19.38465	0.1036	0	0	0	0	0	0	0	0	0	0	0	0	
2561	2561	38.7629	38.6930	0.1060	0.11741	0.118057	0.0	19.41925	0.10595	0	0	0	0	0	0	0	0	0	0	0	0	
16259	16259	38.7010	38.6979	0.1121	0.11771	0.118937	0.0	19.35185	0.11365	0	0	0	0	0	0	0	0	0	0	0	0	
1371	1371	38.5441	38.6969	0.1050	0.11797	0.119199	0.0	19.19345	0.0991	0	0	0	0	0	0	0	0	0	0	0	0	
14871	14871	38.7819	38.7143	0.1435	0.11845	0.118944	0.0	19.44875	0.1339	0	0	0	0	0	0	0	0	0	0	0	0	
137	174	38.6262	38.7143	0.1184	0.1187	0.118178	0.0	19.26765	0.1244	0	0	0	0	0	0	0	0	0	0	0	0	
520022	520022	38.7384	38.7289	0.1160	0.1194	0.119032	0.0	19.33475	0.1245	0	0	0	0	0	0	0	0	0	0	0	0	
13894	13894	39.0107	38.7361	0.1441	0.11966	0.120853	0.0	19.65185	0.142	0	0	0	0	0	0	0	0	0	0	0	0	
5549	5549	38.7075	38.7408	0.1032	0.11991	0.121096	0.0	19.36835	0.1021	0	0	0	0	0	0	0	0	0	0	0	0	
12860	12860	38.8733	38.7455	0.1106	0.12042	0.121542	0.0	19.52005	0.11295	0	0	0	0	0	0	0	0	0	0	0	0	
490008	490008	38.7163	38.7531	0.2152	0.1206	0.120001	0.0	19.3688	0.1916	0	0	0	0	0	0	0	0	0	0	0	0	
19543	19543	38.9201	38.7747	0.1423	0.12164	0.122851	0.0	19.58065	0.13445	0	0	0	0	0	0	0	0	0	0	0	0	
19953	19953	38.7072	38.7737	0.1049	0.1219	0.123087	0.0	19.34125	0.09805	0	0	0	0	0	0	0	0	0	0	0	0	
390259	390259	38.7210	38.7807	0.1122	0.1221	0.122027	0.0	19.37365	0.11495	0	0	0	0	0	0	0	0	0	0	0	0	
18835	18835	38.7764	38.7960	0.1052	0.12262	0.123127	0.0	19.44025	0.1033	0	0	0	0	0	0	0	0	0	0	0	0	
2916	2916	38.7415	38.7958	0.1153	0.12303	0.124072	0.0	19.3948	0.11665	0	0	0	0	0	0	0	0	0	0	0	0	
16021	16021	38.7604	38.8066	0.1054	0.12336	0.124465	0.0	19.4198	0.10285	0	0	0	0	0	0	0	0	0	0	0	0	
6406	6406	38.7410	38.8106	0.1036	0.12376	0.124407	0.0	19.4023	0.1022	0	0	0	0	0	0	0	0	0	0	0	0	
570062	570062	38.9156	38.8100	0.1134	0.1238	0.125024	0.0	19.5741	0.1083	0	0	0	0	0	0	0	0	0	0	0	0	
13044	13044	38.8213	38.8242	0.1051	0.12455	0.125735	0.0	19.4784	0.1006	0	0	0	0	0	0	0	0	0	0	0	0	
6D2fb	108	38.8083	38.8413	0.1034	0.12516	0.123998	0.0	19.4684	0.10355	0	0	0	0	0	0	0	0	0	0	0	0	
2992	2992	38.7184	38.8580	0.1106	0.12608	0.126548	0.0	19.36855	0.113	0	0	0	0	0	0	0	0	0	0	0	0	
13005	13005	38.9251	38.8600	0.1409	0.12622	0.127168	0.0	19.58525	0.13485	0	0	0	0	0	0	0	0	0	0	0	0	
16069	16069	38.8817	38.8676	0.1071	0.12688	0.128097	0.0	19.526	0.1097	0	0	0	0	0	0	0	0	0	0	0	0	
744	744	38.8656	38.8689	0.1179	0.12694	0.128104	0.0	19.5429	0.11965	0	0	0	0	0	0	0	0	0	0	0	0	
18855	18855	38.9300	38.8704	0.1059	0.12715	0.127753	0.0	19.59325	0.10365	0	0	0	0	0	0	0	0	0	0	0	0	
18809	18809	38.9046	38.8881	0.1427	0.12837	0.128932	0.0	19.5616	0.132	0	0	0	0	0	0	0	0	0	0	0	0	
22075	22075	38.8495	38.9119	0.1173	0.12899	0.129907	0.0	19.5083	0.1143	0	0	0	0	0	0	0	0	0	0	0	0	
1032	1032	38.9381	38.9079	0.1269	0.12903	0.129669	0.0	19.58985	0.12795	0	0	0	0	0	0	0	0	0	0	0	0	
5751	5751	38.9041	38.9170	0.1045	0.12928	0.130407	0.0	19.5471	0.1075	0	0	0	0	0	0	0	0	0	0	0	0	
18415	18415	38.9623	38.9139	0.1142	0.1294	0.130610	0.0	19.61205	0.10875	0	0	0	0	0	0	0	0	0	0	0	0	
17280	17280	39.1836	38.9268	0.1314	0.13045	0.130915	0.0	19.79635	0.12165	0	0	0	0	0	0	0	0	0	0	0	0	
14108	14108	39.2686	38.9683	0.1393	0.13243	0.132935	0.0	19.9293	0.1333	0	0	0	0	0	0	0	0	0	0	0	0	
151034	151034	38.9009	38.9759	0.1070	0.1326	0.131904	0.0	19.53775	0.0994	0	0	0	0	0	0	0	0	0	0	0	0	
15508	15508	38.9322	38.9931	0.1044	0.13353	0.134481	0.0	19.59395	0.101	0	0	0	0	0	0	0	0	0	0	0	0	
15234	15234	39.3156	39.0213	0.1107	0.13514	0.136217	0.0	19.9671	0.1135	0	0	0	0	0	0	0	0	0	0	0	0	
330146	330146	39.1495	39.0206	0.1217	0.1352	0.136001	0.0	19.80745	0.1216	0	0	0	0	0	0	0	0	0	0	0	0	
14	172	39.1118	39.0442	0.1342	0.1361	0.136909	0.0	19.76145	0.12305	0	0	0	0	0	0	0	0	0	0	0	0	
17629	17629	38.9339	39.0432	0.1089	0.13639	0.137291	0.0	19.58645	0.1105	0	0	0	0	0	0	0	0	0	0	0	0	
19775	19775	39.0919	39.0465	0.1114	0.13687	0.137945	0.0	19.7402	0.1138	0	0	0	0	0	0	0	0	0	0	0	0	
18602	18602	39.1083	39.0477	0.1092	0.13696	0.138175	0.0	19.76485	0.11075	0	0	0	0	0	0	0	0	0	0	0	0	
21062	21062	39.4612	39.0534	0.1156	0.13729	0.138480	0.0	20.12265	0.11415	0	0	0	0	0	0	0	0	0	0	0	0	
17366	17366	39.0116	39.0678	0.1101	0.13811	0.139146	0.0	19.66285	0.10475	0	0	0	0	0	0	0	0	0	0	0	0	
15171	15171	39.0450	39.0695	0.1070	0.13818	0.139072	0.0	19.70325	0.10245	0	0	0	0	0	0	0	0	0	0	0	0	
20084	20084	39.2047	39.0712	0.1140	0.13833	0.139557	0.0	19.8495	0.1169	0	0	0	0	0	0	0	0	0	0	0	0	
190340	190340	39.1338	39.0724	0.1072	0.1384	0.139594	0.0	19.7944	0.1038	0	0	0	0	0	0	0	0	0	0	0	0	
17208	17208	39.3390	39.0765	0.1428	0.13864	0.139837	0.0	19.99935	0.13335	0	0	0	0	0	0	0	0	0	0	0	0	
12928	12928	39.1127	39.0779	0.1367	0.13868	0.139576	0.0	19.76995	0.1308	0	0	0	0	0	0	0	0	0	0	0	0	
190230	190230	39.1623	39.0821	0.1113	0.1388	0.139993	0.0	19.82205	0.1072	0	0	0	0	0	0	0	0	0	0	0	0	
90275	201	39.1173	39.0935	0.1144	0.1396	0.139969	0.0	19.7799	0.1129	0	0	0	0	0	0	0	0	0	0	0	0	
1794	1794	39.2043	39.1118	0.1168	0.1407	0.141761	0.0	19.871	0.11635	0	0	0	0	0	0	0	0	0	0	0	0	
340229	340229	39.1852	39.1252	0.1284	0.1412	0.142016	0.0	19.8422	0.13225	0	0	0	0	0	0	0	0	0	0	0	0	
2635	2635	39.1336	39.1305	0.1076	0.1431	0.143622	0.0	19.79675	0.1047	0	0	0	0	0	0	0	0	0	0	0	0	
190260	190260	39.2172	39.1598	0.1111	0.1436	0.144789	0.0	19.88005	0.10815	0	0	0	0	0	0	0	0	0	0	0	0	
17497	17497	39.1559	39.1701	0.1041	0.14387	0.144671	0.0	19.81665	0.10485	0	0	0	0	0	0	0	0	0	0	0	0	
8921	8921	39.1731	39.1680	0.1142	0.14409	0.145221	0.0	19.83575	0.113	0	0	0	0	0	0	0	0	0	0	0	0	
14024	14024	39.1572	39.1793	0.1421	0.14478	0.145848	0.0	19.8106	0.13965	0	0	0	0	0	0	0	0	0	0	0	0	
90037	200	39.6519	39.1919	0.1617	0.1453	0.144700	0.0	20.2551	0.1724	0	0	0	0	0	0	0	0	0	0	0	0	
17605	17605	39.2459	39.1886	0.1416	0.14533	0.146287	0.0	19.90865	0.1399	0	0	0	0	0	0	0	0	0	0	0	0	
19940	19940	39.0074	39.1963	0.1328	0.14581	0.146844	0.0	19.6731	0.12755	0	0	0	0	0	0	0	0	0	0	0	0	
440008	440008	39.2531	39.2096	0.1102	0.1466	0.146988	0.0	19.91105	0.11095	0	0	0	0	0	0	0	0	0	0	0	0	
2308	2308	39.2229	39.2217	0.1338	0.14703	0.147880	0.0	19.83975	0.1218	0	0	0	0	0	0	0	0	0	0	0	0	
13796	13796	39.1102	39.2198	0.1047	0.14729	0.148518	0.0	19.776	0.10335	0	0	0	0	0	0	0	0	0	0	0	0	
180166	180166	39.2334	39.2278	0.1104	0.1476	0.147539	0.0	19.88745	0.11365	0	0	0	0	0	0	0	0	0	0	0	0	
14437	14437	39.1907	39.2299	0.1072	0.14792	0.149098	0.0	19.8403	0.1023	0	0	0	0	0	0	0	0	0	0	0	0	
13736	13736	39.2498	39.2443	0.1081	0.14882	0.150028	0.0	19.91815	0.1063	0	0	0	0	0	0	0	0	0	0	0	0	
310073	310073	39.5297	39.2579	0.1924	0.1496	0.149974	0.0	20.15155	0.16675	0	0	0	0	0	0	0	0	0	0	0	0	
38	173	39.1923	39.2758	0.1172	0.1505	0.151321	0.0	19.8557	0.11605	0	0	0	0	0	0	0	0	0	0	0	0	
460003	460003	39.2788	39.2769	0.1137	0.1506	0.150018	0.0	19.9375	0.11	0	0	0	0	0	0	0	0	0	0	0	0	
2031	2031	39.1571	39.2929	0.1092	0.15186	0.152851	0.0	19.7933	0.10325	0	0	0	0	0	0	0	0	0	0	0	0	
91	4	39.2787	39.3082	0.1159	0.1526	0.152019	0.0	19.93715	0.11585	0	0	0	0	0	0	0	0	0	0	0	0	
18323	18323	39.4258	39.3057	0.1164	0.15271	0.153896	0.0	20.08555	0.11355	0	0	0	0	0	0	0	0	0	0	0	0	
15132	15132	39.3648	39.3109	0.1084	0.15304	0.154207	0.0	20.0024	0.10245	0	0	0	0	0	0	0	0	0	0	0	0	
18740	18740	39.1841	39.3182	0.1039	0.15317	0.154249	0.0	19.8424	0.10465	0	0	0	0	0	0	0	0	0	0	0	0	
19353	19353	39.3389	39.3127	0.1090	0.15325	0.153953	0.0	19.99965	0.1096	0	0	0	0	0	0	0	0	0	0	0	0	
16073	16073	39.4587	39.3211	0.1064	0.15339	0.154541	0.0	20.1226	0.10495	0	0	0	0	0	0	0	0	0	0	0	0	
5550	5550	39.1368	39.3399	0.1073	0.15492	0.156104	0.0	19.83105	0.1045	0	0	0	0	0	0	0	0	0	0	0	0	
16116	16116	39.3787	39.3424	0.1121	0.15509	0.156305	0.0	20.0251	0.1063	0	0	0	0	0	0	0	0	0	0	0	0	
18030	18030	39.4855	39.3438	0.1213	0.15517	0.156344	0.0	20.14265	0.11795	0	0	0	0	0	0	0	0	0	0	0	0	
16165	16165	39.3274	39.3631	0.1315	0.15596	0.156861	0.0	19.98785	0.12595	0	0	0	0	0	0	0	0	0	0	0	0	
13354	13354	39.2865	39.3714	0.1070	0.15653	0.157475	0.0	19.944	0.1104	0	0	0	0	0	0	0	0	0	0	0	0	
310025	310025	39.4612	39.3714	0.1320	0.1568	0.157611	0.0	20.1239	0.12545	0	0	0	0	0	0	0	0	0	0	0	0	
17253	17253	39.3908	39.3699	0.1624	0.15689	0.158079	0.0	20.02475	0.15485	0	0	0	0	0	0	0	0	0	0	0	0	
16206	16206	39.1600	39.3925	0.1283	0.15837	0.159540	0.0	19.81685	0.12375	0	0	0	0	0	0	0	0	0	0	0	0	
17171	17171	39.3652	39.4018	0.1323	0.15899	0.160129	0.0	19.99615	0.1245	0	0	0	0	0	0	0	0	0	0	0	0	
440042	440042	39.5293	39.4118	0.1864	0.1592	0.160014	0.0	20.18505	0.1775	0	0	0	0	0	0	0	0	0	0	0	0	
15425	15425	39.1723	39.4096	0.1060	0.15935	0.159820	0.0	19.83815	0.1054	0	0	0	0	0	0	0	0	0	0	0	0	
3317	3317	39.2641	39.4223	0.1102	0.1599	0.160857	0.0	19.92285	0.11045	0	0	0	0	0	0	0	0	0	0	0	0	
17825	17825	39.4166	39.4242	0.1322	0.15999	0.160857	0.0	20.07605	0.129	0	0	0	0	0	0	0	0	0	0	0	0	
2689	2689	39.2676	39.4275	0.1127	0.16035	0.161330	0.0	19.9329	0.1156	0	0	0	0	0	0	0	0	0	0	0	0	
390627	390627	39.5338	39.4265	0.1899	0.1604	0.160006	0.0	20.16235	0.167	0	0	0	0	0	0	0	0	0	0	0	0	
5103	5103	39.3274	39.4256	0.1089	0.16059	0.161794	0.0	19.98615	0.10955	0	0	0	0	0	0	0	0	0	0	0	0	
120336	120336	39.4257	39.4402	0.1155	0.1612	0.160042	0.0	20.07365	0.12015	0	0	0	0	0	0	0	0	0	0	0	0	
13411	13411	39.4541	39.4438	0.1320	0.1618	0.162833	0.0	20.1359	0.1299	0	0	0	0	0	0	0	0	0	0	0	0	
20430	20430	39.5905	39.4591	0.1353	0.16284	0.163840	0.0	20.2483	0.1303	0	0	0	0	0	0	0	0	0	0	0	0	
19174	19174	39.3678	39.4759	0.1171	0.16356	0.164535	0.0	20.0237	0.11915	0	0	0	0	0	0	0	0	0	0	0	0	
3087	3087	39.3707	39.4855	0.1086	0.16431	0.165344	0.0	20.03175	0.1083	0	0	0	0	0	0	0	0	0	0	0	0	
19616	19616	39.4321	39.4951	0.1077	0.16455	0.165355	0.0	20.09405	0.10665	0	0	0	0	0	0	0	0	0	0	0	0	
20764	20764	39.4405	39.4935	0.1218	0.16477	0.165737	0.0	20.0849	0.11585	0	0	0	0	0	0	0	0	0	0	0	0	
12843	12843	39.2776	39.5041	0.1209	0.16595	0.167068	0.0	19.9345	0.12155	0	0	0	0	0	0	0	0	0	0	0	0	
12853	12853	39.3953	39.5361	0.1267	0.16817	0.169222	0.0	20.0523	0.1219	0	0	0	0	0	0	0	0	0	0	0	0	
350233	350233	39.5968	39.5561	0.1135	0.1692	0.168047	0.0	20.2554	0.1144	0	0	0	0	0	0	0	0	0	0	0	0	
17389	17389	39.8061	39.5562	0.1305	0.1696	0.170713	0.0	20.46515	0.1317	0	0	0	0	0	0	0	0	0	0	0	0	
12856	12856	39.5957	39.5657	0.1112	0.17028	0.171468	0.0	20.2489	0.107	0	0	0	0	0	0	0	0	0	0	0	0	
12855	12855	39.4688	39.5706	0.1435	0.17063	0.171802	0.0	20.12375	0.14255	0	0	0	0	0	0	0	0	0	0	0	0	
590005	590005	39.6287	39.5848	0.1805	0.1712	0.170029	0.0	20.2873	0.17315	0	0	0	0	0	0	0	0	0	0	0	0	
310039	310039	39.5652	39.5866	0.1131	0.1717	0.172509	0.0	20.22	0.11585	0	0	0	0	0	0	0	0	0	0	0	0	
100090	100090	39.8424	39.6039	0.1273	0.1727	0.172083	0.0	20.49025	0.1308	0	0	0	0	0	0	0	0	0	0	0	0	
3080	3080	39.4947	39.6108	0.1024	0.17315	0.174222	0.0	20.15345	0.09925	0	0	0	0	0	0	0	0	0	0	0	0	
120143	120143	39.4289	39.6147	0.1110	0.1735	0.172991	0.0	20.08825	0.1083	0	0	0	0	0	0	0	0	0	0	0	0	
15897	15897	39.6230	39.6163	0.1264	0.17357	0.174692	0.0	20.28215	0.12665	0	0	0	0	0	0	0	0	0	0	0	0	
15453	15453	39.8097	39.6140	0.1326	0.17373	0.174808	0.0	20.4812	0.1283	0	0	0	0	0	0	0	0	0	0	0	0	
15648	15648	39.6786	39.6155	0.1324	0.17383	0.174844	0.0	20.3284	0.1373	0	0	0	0	0	0	0	0	0	0	0	0	
14421	14421	39.6986	39.6231	0.1157	0.174	0.174889	0.0	20.3461	0.1115	0	0	0	0	0	0	0	0	0	0	0	0	
19969	19969	39.5767	39.6236	0.1101	0.17428	0.175164	0.0	20.2369	0.11045	0	0	0	0	0	0	0	0	0	0	0	0	
18604	18604	39.8523	39.6287	0.1351	0.17483	0.176050	0.0	20.5056	0.1317	0	0	0	0	0	0	0	0	0	0	0	0	
19282	19282	39.5788	39.6391	0.1299	0.17558	0.176784	0.0	20.24765	0.1249	0	0	0	0	0	0	0	0	0	0	0	0	
18807	18807	39.8143	39.6625	0.1306	0.17625	0.176891	0.0	20.47675	0.1273	0	0	0	0	0	0	0	0	0	0	0	0	
14979	14979	39.5976	39.6593	0.1106	0.17653	0.177014	0.0	20.2397	0.106	0	0	0	0	0	0	0	0	0	0	0	0	
17218	17218	39.6362	39.6580	0.1353	0.17696	0.178176	0.0	20.28545	0.129	0	0	0	0	0	0	0	0	0	0	0	0	
15583	15583	39.6780	39.6676	0.1304	0.17706	0.177857	0.0	20.33625	0.12905	0	0	0	0	0	0	0	0	0	0	0	0	
17220	17220	39.4104	39.6679	0.1176	0.17768	0.178821	0.0	20.0718	0.12115	0	0	0	0	0	0	0	0	0	0	0	0	
370428	370428	39.7028	39.6709	0.1148	0.1777	0.177015	0.0	20.3552	0.11035	0	0	0	0	0	0	0	0	0	0	0	0	
14451	14451	39.5582	39.6711	0.1298	0.17789	0.178836	0.0	20.20345	0.1224	0	0	0	0	0	0	0	0	0	0	0	0	
5635	5635	40.0673	39.6773	0.1312	0.17839	0.179577	0.0	20.72835	0.1286	0	0	0	0	0	0	0	0	0	0	0	0	
15301	15301	39.7154	39.6791	0.1142	0.17851	0.179630	0.0	20.37535	0.1134	0	0	0	0	0	0	0	0	0	0	0	0	
6936	6936	39.7412	39.6843	0.1167	0.1789	0.180013	0.0	20.4025	0.1152	0	0	0	0	0	0	0	0	0	0	0	0	
13045	13045	39.6270	39.6874	0.1202	0.17915	0.180378	0.0	20.2809	0.1225	0	0	0	0	0	0	0	0	0	0	0	0	
300179	300179	39.8940	39.6911	0.1546	0.1792	0.180427	0.0	20.54675	0.14915	0	0	0	0	0	0	0	0	0	0	0	0	
440285	440285	39.8242	39.6974	0.1791	0.1792	0.179996	0.0	20.481	0.1699	0	0	0	0	0	0	0	0	0	0	0	0	
2372	2372	39.6416	39.6980	0.1123	0.17958	0.180326	0.0	20.30175	0.11325	0	0	0	0	0	0	0	0	0	0	0	0	
13254	13254	40.0304	39.7023	0.1402	0.1799	0.180620	0.0	20.68245	0.14335	0	0	0	0	0	0	0	0	0	0	0	0	
14284	14284	39.4819	39.7079	0.1086	0.18037	0.180963	0.0	20.13755	0.10565	0	0	0	0	0	0	0	0	0	0	0	0	
350548	350548	39.7225	39.7098	0.1142	0.1806	0.180032	0.0	20.3864	0.1142	0	0	0	0	0	0	0	0	0	0	0	0	
360112	360112	39.6856	39.7113	0.1758	0.1806	0.179996	0.0	20.34675	0.16425	0	0	0	0	0	0	0	0	0	0	0	0	
17215	17215	39.7187	39.7300	0.1383	0.18079	0.181274	0.0	20.37965	0.13765	0	0	0	0	0	0	0	0	0	0	0	0	
330023	330023	39.8414	39.7220	0.1316	0.1808	0.181617	0.0	20.474	0.12575	0	0	0	0	0	0	0	0	0	0	0	0	
420159	420159	39.6147	39.7095	0.1144	0.1808	0.181993	0.0	20.2752	0.1117	0	0	0	0	0	0	0	0	0	0	0	0	
370595	370595	39.7666	39.7206	0.1720	0.1812	0.180032	0.0	20.426	0.1593	0	0	0	0	0	0	0	0	0	0	0	0	
15443	15443	39.5333	39.7180	0.1067	0.18123	0.181809	0.0	20.21145	0.10535	0	0	0	0	0	0	0	0	0	0	0	0	
17332	17332	39.6790	39.7314	0.1252	0.18203	0.182721	0.0	20.3359	0.12625	0	0	0	0	0	0	0	0	0	0	0	0	
14984	14984	39.9234	39.7364	0.1368	0.1828	0.183816	0.0	20.58185	0.1376	0	0	0	0	0	0	0	0	0	0	0	0	
1580	1580	39.6299	39.7489	0.1329	0.18322	0.183882	0.0	20.2951	0.1284	0	0	0	0	0	0	0	0	0	0	0	0	
17168	17168	39.8473	39.7485	0.1276	0.18376	0.184972	0.0	20.5074	0.1247	0	0	0	0	0	0	0	0	0	0	0	0	
20048	20048	39.8931	39.7501	0.1434	0.18388	0.185096	0.0	20.55265	0.14145	0	0	0	0	0	0	0	0	0	0	0	0	
15421	15421	39.8932	39.7626	0.1140	0.18443	0.185289	0.0	20.55175	0.1118	0	0	0	0	0	0	0	0	0	0	0	0	
8213	8213	39.7190	39.7607	0.1259	0.18468	0.185889	0.0	20.3647	0.13065	0	0	0	0	0	0	0	0	0	0	0	0	
15461	15461	39.7439	39.7626	0.1127	0.18481	0.185954	0.0	20.38765	0.1082	0	0	0	0	0	0	0	0	0	0	0	0	
6422	6422	39.7297	39.7649	0.1099	0.185	0.186226	0.0	20.37525	0.1056	0	0	0	0	0	0	0	0	0	0	0	0	
16281	16281	39.6654	39.7657	0.1298	0.18507	0.186292	0.0	20.31575	0.1235	0	0	0	0	0	0	0	0	0	0	0	0	
5D2ah	65	39.7947	39.7727	0.1028	0.18516	0.183995	0.0	20.4558	0.10405	0	0	0	0	0	0	0	0	0	0	0	0	
370563	370563	39.8736	39.7732	0.1171	0.1852	0.184034	0.0	20.5371	0.1169	0	0	0	0	0	0	0	0	0	0	0	0	
19101	19101	39.6825	39.7732	0.1282	0.18563	0.186785	0.0	20.33785	0.1283	0	0	0	0	0	0	0	0	0	0	0	0	
5994	5994	39.8236	39.7758	0.1355	0.18581	0.186811	0.0	20.48365	0.1298	0	0	0	0	0	0	0	0	0	0	0	0	
15365	15365	39.8639	39.7844	0.1165	0.18651	0.187733	0.0	20.52515	0.11385	0	0	0	0	0	0	0	0	0	0	0	0	
12927	12927	39.5447	39.8200	0.1196	0.18891	0.189638	0.0	20.2039	0.1187	0	0	0	0	0	0	0	0	0	0	0	0	
18787	18787	40.2276	39.8212	0.1286	0.18914	0.190054	0.0	20.88525	0.12885	0	0	0	0	0	0	0	0	0	0	0	0	
18749	18749	39.8326	39.8207	0.1287	0.18931	0.190429	0.0	20.4864	0.13035	0	0	0	0	0	0	0	0	0	0	0	0	
440643	440643	39.8454	39.8269	0.1731	0.1896	0.189985	0.0	20.50025	0.1605	0	0	0	0	0	0	0	0	0	0	0	0	
6304	6304	39.8100	39.8306	0.1163	0.18979	0.190754	0.0	20.46505	0.1185	0	0	0	0	0	0	0	0	0	0	0	0	
762	762	39.9831	39.8352	0.1203	0.19009	0.191177	0.0	20.6486	0.11825	0	0	0	0	0	0	0	0	0	0	0	0	
20687	20687	39.7584	39.8328	0.1523	0.19025	0.191330	0.0	20.4061	0.1552	0	0	0	0	0	0	0	0	0	0	0	0	
2440	2440	40.0424	39.8410	0.1238	0.19029	0.191003	0.0	20.6928	0.11925	0	0	0	0	0	0	0	0	0	0	0	0	
370369	370369	39.4211	39.8500	0.1739	0.1912	0.190029	0.0	20.055	0.15515	0	0	0	0	0	0	0	0	0	0	0	0	
